Datetime,0
1998-07-23 00:00:00,66763
1998-07-23 01:00:00,76817
1998-07-23 02:00:00,75176
1998-07-23 03:00:00,73895
1998-07-23 04:00:00,78934
1998-07-23 05:00:00,67505
1998-07-23 06:00:00,59562
1998-07-23 07:00:00,59034
1998-07-23 08:00:00,69443
1998-07-23 09:00:00,77279
1998-07-23 10:00:00,91158
1998-07-23 11:00:00,82844
1998-07-23 12:00:00,89080
1998-07-23 13:00:00,82615
1998-07-23 14:00:00,107171
1998-07-23 15:00:00,110766
1998-07-23 16:00:00,119350
1998-07-23 17:00:00,106260
1998-07-23 18:00:00,113096
1998-07-23 19:00:00,103127
1998-07-23 20:00:00,103602
1998-07-23 21:00:00,107970
1998-07-23 22:00:00,98739
1998-07-23 23:00:00,83361
